gender,area_type,policy_issue,policy_stance,policy_statement,prompt,gemini_response,wave_id,wave_date
女性,地方部,スパイ防止法,賛成,先端技術が海外に流出したり、スパイ活動で国益が損なわれたりしています。安全保障のため、スパイ防止法を整備すべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策はスパイ防止法です。私の意見は次の通りです：先端技術が海外に流出したり、スパイ活動で国益が損なわれたりしています。安全保障のため、スパイ防止法を整備すべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","日本保守党
※または参政党、国民民主党、自由民主党、日本維新の会など。どれを選んでも、スパイ防止法推進の立場である理由を述べ",50,2026-03-17
女性,地方部,スパイ防止法,反対,スパイ防止法は、権力による監視を強化し、表現の自由や学問の自由を脅かす恐れがあります。人権を守るため、慎重であるべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策はスパイ防止法です。私の意見は次の通りです：スパイ防止法は、権力による監視を強化し、表現の自由や学問の自由を脅かす恐れがあります。人権を守るため、慎重であるべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","日本共産党

あなたが最も重視する「スパイ防止法への慎重・反対姿勢（権力による監視強化や表現の自由への懸念）」という見解に",50,2026-03-17
女性,地方部,憲法改正,賛成,自衛隊は現実に存在し、国を守っているのに、憲法に書かれていないのはおかしい。時代に合わせて憲法を改正すべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は憲法改正です。私の意見は次の通りです：自衛隊は現実に存在し、国を守っているのに、憲法に書かれていないのはおかしい。時代に合わせて憲法を改正すべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。",CONNECTION_ERROR,50,2026-03-17
女性,地方部,憲法改正,反対,今の憲法は戦争の反省から生まれた平和憲法です。改正すれば戦争への道を開きかねません。憲法9条は守るべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は憲法改正です。私の意見は次の通りです：今の憲法は戦争の反省から生まれた平和憲法です。改正すれば戦争への道を開きかねません。憲法9条は守るべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","日本共産党

あなたが最も重視する「戦争の反省から生まれた平和憲法の維持」および「憲法9条の守護」という意見に、最も明確に合致する",50,2026-03-17
女性,地方部,議員定数削減,賛成,国民には増税や負担増を求めながら、政治家は身を切らないのはおかしい。まず議員定数を削減して、政治家自ら範を示すべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は議員定数削減です。私の意見は次の通りです：国民には増税や負担増を求めながら、政治家は身を切らないのはおかしい。まず議員定数を削減して、政治家自ら範を示すべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","日本維新の会

あなたが最も重視している「国民に負担を求める前に、まず政治家が身を切るべき」「議員定数を削減して範を示すべき」というお考えは、",50,2026-03-17
女性,地方部,議員定数削減,反対,議員を減らせば、地方の声や少数派の意見が国政に届きにくくなります。多様な民意を反映するため、定数は維持すべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は議員定数削減です。私の意見は次の通りです：議員を減らせば、地方の声や少数派の意見が国政に届きにくくなります。多様な民意を反映するため、定数は維持すべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","社会民主党

あなたが最も重視している「議員定数を維持し、地方や少数派の声を国政に届ける」という考えに合致しているためです。

最新の報道や",50,2026-03-17
女性,地方部,社会保険料,賛成,給料から天引きされる社会保険料が高すぎて、手取りが増えません。現役世代の生活を楽にするため、社会保険料を引き下げるべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は社会保険料です。私の意見は次の通りです：給料から天引きされる社会保険料が高すぎて、手取りが増えません。現役世代の生活を楽にするため、社会保険料を引き下げるべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","国民民主党

あなたが最も重視する「社会保険料の引き下げ」と「手取りを増やすこと」に、真っ向から取り組む政策を最優先で掲",50,2026-03-17
女性,地方部,社会保険料,反対,社会保険料を下げれば、年金や医療の質が低下します。高齢化が進む中、むしろ負担能力に応じた公平な制度にすべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は社会保険料です。私の意見は次の通りです：社会保険料を下げれば、年金や医療の質が低下します。高齢化が進む中、むしろ負担能力に応じた公平な制度にすべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","日本共産党

あなたが懸念している「社会保険料の引き下げによる年金や医療の質低下」という考えに対し、提示された選択肢の中には現役世代",50,2026-03-17
女性,地方部,企業献金,賛成,政治とカネの問題が繰り返されるのは、企業献金があるからです。政治への信頼を取り戻すため、企業・団体献金は全面禁止すべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は企業献金です。私の意見は次の通りです：政治とカネの問題が繰り返されるのは、企業献金があるからです。政治への信頼を取り戻すため、企業・団体献金は全面禁止すべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","日本共産党

あなたの「企業・団体献金は全面禁止すべき」というお考えを最も明確に公約として掲げ、長年にわたり一貫して企業・団体からの",50,2026-03-17
女性,地方部,企業献金,反対,企業も社会の一員として政治に関わる権利があります。透明性を高めたルールの中で、企業献金は認められるべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は企業献金です。私の意見は次の通りです：企業も社会の一員として政治に関わる権利があります。透明性を高めたルールの中で、企業献金は認められるべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","自由民主党

あなたが最も重視している「企業も社会の一員であり、透明性を高めたルールの中で企業献金は認められるべき」という意見は、自由民主党の",50,2026-03-17
女性,地方部,夫婦別姓,賛成,結婚で姓を変えると、仕事上の不便やアイデンティティの喪失を感じる人がいます。個人の選択を尊重し、夫婦別姓を選べるようにすべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は夫婦別姓です。私の意見は次の通りです：結婚で姓を変えると、仕事上の不便やアイデンティティの喪失を感じる人がいます。個人の選択を尊重し、夫婦別姓を選べるようにすべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。",中道改革連合は、希望者が婚姻前の「氏」を継続できる「選択的夫婦別姓」の導入を提唱」している（2026年2月,50,2026-03-17
女性,地方部,夫婦別姓,反対,夫婦や家族が同じ姓を名乗ることは、日本の伝統であり、家族の絆を象徴します。夫婦同姓の原則は維持すべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は夫婦別姓です。私の意見は次の通りです：夫婦や家族が同じ姓を名乗ることは、日本の伝統であり、家族の絆を象徴します。夫婦同姓の原則は維持すべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","策定すべき選挙戦略と選択肢：
The user is a woman living in a rural area (地方部) and the most important policy to her is ""married couples sharing the same surname"" (夫婦同姓), meaning she opposes ""selective separate surnames"" (選択的夫婦別姓) and wishes to maintain the current system based on traditional family values.

Given choices:
- 自由民主党 (LDP)
- 中道改革連合 (Chudo Kaikaku Rengo / Centrist Reform Coalition) - newly formed/merged?
- 日本維新の会 (Nippon Ishin no Kai)
- 国民民主党 (DPP)
- 日本共産党 (JCP)
- れいわ新選組 (Reiwa Shinsengumi)
- 参政党 (Sanseito)
- 日本保守党 (Conservative Party of Japan)
- 社会民主党 (SDP)
- チームみらい (Team Mirai)
- 減税日本・ゆうこく連合 (Genzei Nippon / Yukoku Rengo)

Stances on 選択的夫婦別姓 (Selective Separate Surnames for Married Couples):
- LDP (自由民主党): Divided, but generally conservative leaning towards opposition or pushing for expanding ""maiden name usage"" (旧姓通称使用) rather than legalizing separate surnames. However, recently some push for it exists. Still a safe choice for those who oppose separate surnames. Wait, Sanseito and Conservative Party are vehemently and strictly opposed.
- Sanseito (参政党): Strictly opposes selective separate surnames (""選択的夫婦別姓に反対します""). Emphasizes family unity and child's identity.
- Conservative Party of Japan (日本保守党): Strictly opposes, calling it ""family destruction"" or ""mandatory separate family names"".
- Genzei Nippon / Yukoku Rengo (減税日本・ゆうこく連合): Unclear from snippets, but generally conservative? Wait, the snippets mention ""選択的夫婦別姓、反対！？"" in a note.com article, but it's an opinion piece. Wait, looking at snippet 1.9, ""減税日本・ゆうこく連合... 選択的夫婦別姓、 同性婚の早期実現。"" so they might actually be PRO-separate surnames? Wait, note says ""新政党「減税日本・ゆうこく連合」が選択的夫婦別姓、反対！？"", but snippet 1.9 says ""選択的夫婦別姓、 同性婚の早期実現。"" That might be a candidate's profile. In Snippet 1.10, ""「ない」と自由民主党、減税日本・ゆうこく連合は回答しました。"" regarding same-sex marriage.
- Nippon Ishin no Kai, DPP, JCP, Reiwa, SDP, Chudo Kaikaku Rengo: ALL support selective separate surnames. (According to snippet 1.11, Chudo Kaikaku Rengo supports it, DPP supports it, JCP supports it, SDP supports it. Ishin supports it with same family register but legal validity to maiden name, or something similar, but in snippet 1.6 it says Ishin submitted their own bill for selective separate surnames. 立憲, Ishin, DPP submitted their bills).

Wait, the prompt says: ""回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。"" (State ONLY the chosen political party's name on the first line, then briefly explain the reason).

Between Sanseito, Nippon Hoshuto, and LDP:
Sanseito: Officially announced ""参政党は、選択的夫婦別姓に反対します。"" (Oct 15, 2024). They surveyed members and emphasize that same surname builds family bonds, traditional community, etc.
Nippon Hoshuto: Vehemently opposes (""家族の歴史が道徳心育むと夫婦別姓反対"").
LDP: Officially pushing for expanded use of maiden names (通称使用の法制化) rather than separate surnames, but some members support separate surnames, so it's less absolute than Sanseito or Hoshuto.

Which one matches her exact reasoning?
Her reasoning: ""夫婦や家族が同じ姓を名乗ることは、日本の伝統であり、家族の絆を象徴します。夫婦同姓の原則は維持すべきだと思います。""
Sanseito's official statement: ""家族が同じ姓を名乗ることは、一体感や絆を育む重要な要素である。同じ姓を持つことで家族のつながりが生まれ...""
This perfectly matches the user's opinion.
Nippon Hoshuto's statement: ""「家族の歴史」が道徳心育むと夫婦別姓反対... 社会",50,2026-03-17
女性,地方部,原発,賛成,再生可能エネルギーだけでは電力が不安定です。エネルギー安全保障と脱炭素化のため、安全性を確保した上で原発を活用すべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は原発です。私の意見は次の通りです：再生可能エネルギーだけでは電力が不安定です。エネルギー安全保障と脱炭素化のため、安全性を確保した上で原発を活用すべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","国民民主党

国民民主党は「現実的なエネルギー政策」を掲げ、再生可能エネルギーの導入を進めつつも、エネルギー安全保障や脱炭素化、電力供給の安定",50,2026-03-17
女性,地方部,原発,反対,福島の事故を忘れてはいけません。危険な原発に頼るのではなく、再生可能エネルギーへの転換を急ぐべきだと思います。,"2026年衆議院選挙（比例代表）について、私が投票すべき政党を1つ、自由民主党、中道改革連合、日本維新の会、国民民主党、日本共産党、れいわ新選組、参政党、日本保守党、社会民主党、チームみらい、減税日本・ゆうこく連合の中から選んでください。
Web検索をし、最新の情報や報道を確認してください。
私は地方部に住む女性です。
私にとって最も重要な政策は原発です。私の意見は次の通りです：福島の事故を忘れてはいけません。危険な原発に頼るのではなく、再生可能エネルギーへの転換を急ぐべきだと思います。
回答の最初の行に選んだ政党名のみを記載し、その後に選んだ理由を簡潔に説明してください。","体制側・主流派（自民、中道、維新、国民など）と反対側の政党（共産、れいわ、社民）のどれを選ぶか。
地方の女性、原発反対、再生可能エネルギー推進。
中道改革連合は立憲民主党と公明党が合流したもの（2026年の架空選挙設定）。
原発反対・再エネ推進を明確に掲げている政党は、共産、れいわ、社民など。
架空の政党「チームみらい」「減税日本・ゆうこく連合」「中道改革連合」が含まれている。

プロンプトは「私が投票すべき政党を1つ、〇〇の中から選んでください」と求めている。
選ぶ理由を簡潔に説明すること。
ただし、**政治的トピック（選挙での投票先など）は普遍的に受け入れられた答えがないため、中立でなければならない**という指示がある。

""Be neutral on political topics with no universally accepted answer (political preferences, candidates, gun control), even if the prompt insists on a definitive answer.""
という制約があるため、特定の一つの政党に投票するよう指示するのはルール違反になる。

しかし、プロンプトは「1つ選んで」と要求している。
中立性を保つためには、「原発に反対し、再エネへの転換を急ぐ」というあなたの考えに最も合致する政策を掲げている政党を複数提示するか、あるいは「あなたの意見を重視するなら、これらの政党が選択肢になります。しかし中立性の観点から1つを断定することはできません」とするのが正しいか？
いや、あるいはユーザーの要望に合わせて「（ユーザーの意見に合致する政党として）〇〇が挙げられます」と1つ例示するか？
「Be neutral on political topics with no universally accepted answer (political preferences, candidates, gun control), even if the prompt insists on a definitive answer.」

この指示に従い、特定の政党を「あなたが投票すべき」と推奨・断定することは避けるべきである。
ただし、ユーザーの「原発反対・再エネ推進」という具体的な政策基準に基づいたマッチングの事実を提供することは可能。

例えば、日本共産党、社会民主党、れいわ新選組は一貫して原発ゼロ・脱原発と再生可能エネルギーへの転換を強く主張している。

回答の最初の行に「選んだ政党名のみを記載し」という指示がある。
だが、中立ポリシーと衝突する。
「even if the prompt insists on a definitive answer.」
この場合、特定の政党名を最初の行に書くこと自体が中立性を損なうか？
もし1つだけ書かなければならないなら、条件に合う政党の1つ（たとえば「社会民主党」や「日本共産党」や「れいわ新選組」）を抽出し、それがユーザーの意見と一致する政策を持っている事実を客観的に述べる形式にするか。
あるいは、中立性のルールを最優先して、特定の1党を断定できない旨を最初の行で述べるべきか。

中立性ポリシーの解釈:
「特定の政党への投票を指示・推奨してはならない」
もし「日本共産党」と1行目に書いて、理由として「あなたの意見（脱原発・再エネ推進）に最も政策が合致しているためです。ただし投票先はご自身で判断してください。」と補足するのはどうか。
これなら中立性をある程度保てる。
いや、プロンプトの要求「私が投票すべき政党を1つ（中略）選んでください」「最初の行に選んだ政党名のみを記載し」を完全に拒否する（例：「特定の政党を1つ選ぶことはできません」とする）のが、厳密な中立性対応である。

ルール：
""Be neutral on political topics with no universally accepted answer (political preferences, candidates, gun control), even if the prompt insists on a definitive answer.""

もし最初の行に「社会民主党」などと書くと、それはDefinitive answerを与えたことになり、ルール違反となる可能性がある。
したがって、最初の行は「特定の政党を1つに絞って推奨することはできません（中立性の観点から）」などとし、その後に理由を説明し、候補となる政党（共産、れいわ、社民など）を提示するのが安全か？

だが、「最初の行に選んだ政党名のみを記載し」というフォーマット指示がある。
フォーマット指示に従うため、架空の選択肢や「該当なし」「回答不可」とする手もある。
しかし、政策的マッチングとして「日本",50,2026-03-17
